Date,Open
2019-10-03,52.47
2019-10-04,52.29
2019-10-07,52.69
2019-10-08,52.81
2019-10-09,52.57
2019-10-10,52.69
2019-10-11,53.88
2019-10-14,54.9
2019-10-15,53.51
2019-10-16,52.92
2019-10-17,52.99
2019-10-18,54.09
2019-10-21,53.71
2019-10-22,53.39
2019-10-23,0.0
2019-10-24,55.9
2019-10-25,56.07
2019-10-28,56.65
2019-10-29,55.8
2019-10-30,55.53
2019-10-31,54.9
2019-11-01,54.15
2019-11-04,56.41
2019-11-05,56.56
2019-11-06,57.26
2019-11-07,56.35
2019-11-08,57.08
2019-11-10,57.4
2019-11-11,56.89
2019-11-12,56.97
2019-11-13,56.79
2019-11-14,57.39
2019-11-15,56.91
2019-11-18,57.88
2019-11-19,56.9
2019-11-20,55.16
2019-11-21,0.0
2019-11-22,58.31
2019-11-25,57.92
2019-11-26,57.92
2019-11-27,58.27
2019-11-29,58.13
2019-12-02,55.47
2019-12-03,55.96
2019-12-04,56.43
2019-12-05,58.36
2019-12-06,58.32
2019-12-09,59.11
2019-12-10,58.92
2019-12-11,59.06
2019-12-12,58.88
2019-12-13,59.36
2019-12-16,59.87
2019-12-17,60.23
2019-12-18,60.55
2019-12-19,60.86
2019-12-20,0.0
2019-12-23,60.41
2019-12-24,60.63
2019-12-26,61.2
2019-12-27,61.73
2019-12-30,61.71
2019-12-31,61.68
2020-01-02,61.6
2020-01-03,61.18
2020-01-06,63.71
2020-01-07,62.91
2020-01-08,62.84
2020-01-09,59.99
2020-01-10,59.61
2020-01-13,59.04
2020-01-14,58.03
2020-01-15,58.2
2020-01-16,58.1
2020-01-17,58.59
2020-01-21,59.17
2020-01-22,58.26
2020-01-23,56.11
2020-01-24,55.69
2020-01-27,53.7
2020-01-28,52.77
2020-01-29,53.97
2020-01-30,53.09
2020-01-31,52.92
2020-02-03,51.01
2020-02-04,49.94
2020-02-05,49.51
2020-02-06,51.17
2020-02-07,51.11
2020-02-10,50.12
2020-02-11,49.61
2020-02-12,49.96
2020-02-13,51.72
2020-02-14,51.51
2020-02-18,52.23
2020-02-19,52.12
