Date,Close/Last,Open,High,Low
2016-04-29,4775.36,4805.79,4807.89,4740.84
2016-04-30,4775.36,4805.79,4807.89,4740.84
2016-05-01,4775.36,4805.79,4807.89,4740.84
2016-05-02,4817.59,4786.55,4821.57,4768.28
2016-05-03,4763.22,4780.88,4791.43,4749.71
2016-05-04,4725.64,4735.28,4751.64,4713.91
2016-05-05,4717.09,4742.42,4744.55,4709.75
2016-05-06,4736.16,4695.9,4736.16,4684.28
2016-05-07,4736.16,4695.9,4736.16,4684.28
2016-05-08,4736.16,4695.9,4736.16,4684.28
2016-05-09,4750.21,4736.35,4771.94,4735.06
2016-05-10,4809.88,4768.91,4811.3,4758.2
2016-05-11,4760.69,4799.3,4812.19,4760.36
2016-05-12,4737.33,4778.19,4779.46,4710.17
2016-05-13,4717.68,4731.07,4759.29,4708.26
2016-05-14,4717.68,4731.07,4759.29,4708.26
2016-05-15,4717.68,4731.07,4759.29,4708.26
2016-05-16,4775.46,4728.86,4791.25,4724.73
2016-05-17,4715.73,4768.85,4776.15,4703.39
2016-05-18,4739.12,4705.78,4762.28,4704.49
2016-05-19,4712.53,4717.36,4735.27,4678.38
2016-05-20,4769.56,4729.44,4781.7,4729.0
2016-05-21,4769.56,4729.44,4781.7,4729.0
2016-05-22,4769.56,4729.44,4781.7,4729.0
2016-05-23,4765.78,4771.57,4792.64,4763.91
2016-05-24,4861.06,4792.85,4865.99,4792.63
2016-05-25,4894.89,4877.18,4905.45,4872.42
2016-05-26,4901.77,4897.78,4909.38,4887.27
2016-05-27,4933.5,4904.05,4933.5,4902.5
2016-05-28,4933.5,4904.05,4933.5,4902.5
2016-05-29,4933.5,4904.05,4933.5,4902.5
2016-05-30,4933.5,4904.05,4933.5,4902.5
2016-05-31,4948.05,4938.48,4951.45,4923.03
2016-06-01,4952.25,4928.97,4958.98,4923.2
2016-06-02,4971.36,4941.25,4971.36,4924.23
2016-06-03,4942.52,4958.1,4958.65,4909.21
2016-06-04,4942.52,4958.1,4958.65,4909.21
2016-06-05,4942.52,4958.1,4958.65,4909.21
2016-06-06,4968.71,4950.46,4980.14,4944.87
2016-06-07,4961.75,4972.13,4979.38,4960.28
2016-06-08,4974.64,4970.01,4979.66,4956.79
2016-06-09,4958.62,4954.15,4965.49,4940.55
2016-06-10,4894.55,4915.15,4917.92,4880.61
2016-06-11,4894.55,4915.15,4917.92,4880.61
2016-06-12,4894.55,4915.15,4917.92,4880.61
2016-06-13,4848.44,4868.51,4894.85,4844.94
2016-06-14,4843.55,4836.67,4863.01,4811.93
2016-06-15,4834.93,4855.08,4868.16,4830.33
2016-06-16,4844.91,4809.69,4847.86,4778.78
2016-06-17,4800.34,4835.02,4835.02,4792.34
2016-06-18,4800.34,4835.02,4835.02,4792.34
2016-06-19,4800.34,4835.02,4835.02,4792.34
2016-06-20,4837.21,4856.69,4882.15,4834.51
2016-06-21,4843.76,4845.08,4852.19,4826.59
2016-06-22,4833.32,4846.68,4875.93,4830.0
2016-06-23,4910.04,4872.19,4910.04,4859.4
2016-06-24,4707.98,4715.79,4798.22,4698.42
2016-06-25,4707.98,4715.79,4798.22,4698.42
2016-06-26,4707.98,4715.79,4798.22,4698.42
2016-06-27,4594.44,4664.43,4665.04,4574.25
2016-06-28,4691.87,4643.93,4692.98,4643.93
2016-06-29,4779.25,4732.93,4787.59,4732.34
2016-06-30,4842.67,4793.75,4843.11,4774.52
2016-07-01,4862.57,4837.18,4880.17,4837.17
2016-07-02,4862.57,4837.18,4880.17,4837.17
2016-07-03,4862.57,4837.18,4880.17,4837.17
2016-07-04,4862.57,4837.18,4880.17,4837.17
2016-07-05,4822.9,4837.06,4839.13,4797.29
2016-07-06,4859.16,4799.32,4861.05,4786.01
2016-07-07,4876.81,4867.47,4889.01,4853.68
2016-07-08,4956.76,4906.66,4959.0,4901.27
2016-07-09,4956.76,4906.66,4959.0,4901.27
2016-07-10,4956.76,4906.66,4959.0,4901.27
2016-07-11,4988.64,4976.54,5002.5,4976.54
2016-07-12,5022.82,5017.99,5032.1,5009.68
2016-07-13,5005.73,5036.32,5036.38,5002.82
2016-07-14,5034.06,5041.95,5045.18,5025.15
2016-07-15,5029.59,5041.19,5044.81,5018.52
2016-07-16,5029.59,5041.19,5044.81,5018.52
2016-07-17,5029.59,5041.19,5044.81,5018.52
2016-07-18,5055.78,5034.99,5063.53,5030.13
2016-07-19,5036.37,5038.22,5052.24,5028.24
2016-07-20,5089.93,5061.6,5098.25,5053.92
2016-07-21,5073.9,5093.97,5102.78,5061.11
2016-07-22,5100.16,5078.12,5103.52,5064.11
2016-07-23,5100.16,5078.12,5103.52,5064.11
2016-07-24,5100.16,5078.12,5103.52,5064.11
2016-07-25,5097.63,5096.99,5100.72,5082.66
2016-07-26,5110.05,5095.61,5122.3,5084.18
2016-07-27,5139.81,5143.84,5151.06,5120.66
2016-07-28,5154.98,5144.82,5160.16,5130.75
2016-07-29,5162.13,5162.15,5175.81,5140.05
2016-07-30,5162.13,5162.15,5175.81,5140.05
2016-07-31,5162.13,5162.15,5175.81,5140.05
2016-08-01,5184.2,5167.42,5199.13,5158.93
2016-08-02,5137.73,5177.53,5181.02,5109.8
2016-08-03,5159.74,5133.24,5159.74,5128.44
2016-08-04,5166.25,5158.02,5174.0,5145.39
2016-08-05,5221.12,5190.71,5227.23,5186.25
2016-08-06,5221.12,5190.71,5227.23,5186.25
2016-08-07,5221.12,5190.71,5227.23,5186.25
2016-08-08,5213.14,5223.54,5228.4,5202.18
2016-08-09,5225.48,5216.21,5238.54,5214.95
2016-08-10,5204.58,5227.95,5227.96,5193.8
2016-08-11,5228.4,5222.15,5235.29,5211.25
2016-08-12,5232.89,5219.66,5233.34,5215.54
2016-08-13,5232.89,5219.66,5233.34,5215.54
2016-08-14,5232.89,5219.66,5233.34,5215.54
2016-08-15,5262.02,5242.18,5271.36,5241.14
2016-08-16,5227.11,5247.96,5248.26,5226.78
2016-08-17,5228.66,5228.44,5230.09,5197.23
2016-08-18,5240.15,5226.45,5243.17,5221.84
2016-08-19,5238.38,5229.87,5245.81,5217.65
2016-08-20,5238.38,5229.87,5245.81,5217.65
2016-08-21,5238.38,5229.87,5245.81,5217.65
2016-08-22,5244.6,5231.46,5252.13,5224.63
2016-08-23,5260.08,5265.78,5275.74,5257.9
2016-08-24,5217.69,5254.42,5262.99,5205.64
2016-08-25,5212.2,5207.61,5230.59,5201.64
2016-08-26,5218.92,5219.05,5253.39,5191.86
2016-08-27,5218.92,5219.05,5253.39,5191.86
2016-08-28,5218.92,5219.05,5253.39,5191.86
2016-08-29,5232.33,5223.8,5245.12,5222.34
2016-08-30,5222.99,5229.88,5241.62,5205.61
2016-08-31,5213.22,5216.42,5219.89,5191.18
2016-09-01,5227.21,5218.28,5229.94,5189.36
2016-09-02,5249.9,5249.66,5263.39,5231.02
2016-09-03,5249.9,5249.66,5263.39,5231.02
2016-09-04,5249.9,5249.66,5263.39,5231.02
2016-09-05,5249.9,5249.66,5263.39,5231.02
2016-09-06,5275.91,5259.99,5275.91,5244.0
2016-09-07,5283.93,5274.23,5287.61,5261.92
2016-09-08,5259.48,5269.96,5271.01,5248.41
2016-09-09,5125.91,5217.95,5225.93,5125.91
2016-09-10,5125.91,5217.95,5225.93,5125.91
2016-09-11,5125.91,5217.95,5225.93,5125.91
2016-09-12,5211.89,5098.03,5217.88,5097.8
2016-09-13,5155.25,5181.14,5195.03,5131.27
2016-09-14,5173.77,5160.21,5201.34,5159.55
2016-09-15,5249.69,5178.1,5254.78,5176.25
2016-09-16,5244.57,5238.71,5248.6,5218.97
2016-09-17,5244.57,5238.71,5248.6,5218.97
2016-09-18,5244.57,5238.71,5248.6,5218.97
2016-09-19,5235.03,5263.55,5281.07,5222.91
2016-09-20,5241.35,5256.19,5265.18,5235.42
2016-09-21,5295.18,5263.65,5299.4,5233.94
2016-09-22,5339.52,5323.26,5342.88,5320.93
2016-09-23,5305.75,5327.43,5329.71,5301.63
2016-09-24,5305.75,5327.43,5329.71,5301.63
2016-09-25,5305.75,5327.43,5329.71,5301.63
2016-09-26,5257.49,5275.73,5282.27,5254.96
2016-09-27,5305.71,5254.18,5306.81,5251.32
2016-09-28,5318.55,5312.73,5320.62,5284.84
2016-09-29,5269.15,5311.31,5317.0,5254.52
2016-09-30,5312.0,5288.87,5325.88,5277.88
2016-10-01,5312.0,5288.87,5325.88,5277.88
2016-10-02,5312.0,5288.87,5325.88,5277.88
2016-10-03,5300.87,5300.29,5308.6,5281.95
2016-10-04,5289.66,5313.49,5323.6,5271.7
2016-10-05,5316.02,5305.28,5330.81,5304.06
2016-10-06,5306.85,5306.59,5315.73,5281.47
2016-10-07,5292.4,5314.92,5315.65,5266.8
2016-10-08,5292.4,5314.92,5315.65,5266.8
2016-10-09,5292.4,5314.92,5315.65,5266.8
2016-10-10,5328.67,5318.46,5340.52,5317.73
2016-10-11,5246.79,5321.82,5321.82,5227.43
2016-10-12,5239.02,5247.91,5257.18,5228.77
2016-10-13,5213.33,5200.3,5228.26,5169.76
2016-10-14,5214.16,5241.26,5258.88,5213.37
2016-10-15,5214.16,5241.26,5258.88,5213.37
2016-10-16,5214.16,5241.26,5258.88,5213.37
2016-10-17,5199.82,5213.69,5219.98,5196.03
2016-10-18,5243.84,5255.32,5264.27,5239.44
2016-10-19,5246.41,5240.33,5253.83,5234.25
2016-10-20,5241.83,5238.2,5252.1,5216.04
2016-10-21,5257.4,5238.65,5259.13,5225.76
2016-10-22,5257.4,5238.65,5259.13,5225.76
2016-10-23,5257.4,5238.65,5259.13,5225.76
2016-10-24,5309.83,5290.31,5311.5,5289.23
2016-10-25,5283.4,5306.47,5310.27,5278.57
2016-10-26,5250.27,5256.4,5280.85,5237.05
2016-10-27,5215.97,5272.19,5274.12,5211.75
2016-10-28,5190.1,5203.7,5232.35,5178.76
2016-10-29,5190.1,5203.7,5232.35,5178.76
2016-10-30,5190.1,5203.7,5232.35,5178.76
2016-10-31,5189.13,5205.09,5206.7,5186.56
2016-11-01,5153.58,5199.77,5201.13,5112.32
2016-11-02,5105.57,5147.28,5156.7,5097.56
2016-11-03,5058.41,5104.7,5115.06,5053.52
2016-11-04,5046.37,5034.41,5087.51,5034.41
2016-11-05,5046.37,5034.41,5087.51,5034.41
2016-11-06,5046.37,5034.41,5087.51,5034.41
2016-11-07,5166.17,5128.99,5169.41,5122.77
2016-11-08,5193.49,5154.99,5214.17,5145.3
2016-11-09,5251.07,5143.86,5258.99,5143.86
2016-11-10,5208.8,5283.48,5302.68,5145.32
2016-11-11,5237.11,5191.82,5241.08,5179.64
2016-11-12,5237.11,5191.82,5241.08,5179.64
2016-11-13,5237.11,5191.82,5241.08,5179.64
2016-11-14,5218.4,5246.33,5247.17,5192.04
2016-11-15,5275.62,5241.35,5287.06,5236.25
2016-11-16,5294.58,5253.74,5299.63,5251.88
2016-11-17,5333.97,5295.07,5334.05,5288.16
2016-11-18,5321.51,5340.97,5346.8,5315.53
2016-11-19,5321.51,5340.97,5346.8,5315.53
2016-11-20,5321.51,5340.97,5346.8,5315.53
2016-11-21,5368.86,5336.78,5369.83,5334.16
2016-11-22,5386.35,5384.75,5392.26,5365.6
2016-11-23,5380.68,5366.55,5380.68,5350.68
2016-11-24,5380.68,5366.55,5380.68,5350.68
2016-11-25,5398.92,5388.49,5398.92,5379.28
2016-11-26,5398.92,5388.49,5398.92,5379.28
2016-11-27,5398.92,5388.49,5398.92,5379.28
2016-11-28,5368.81,5387.92,5396.27,5364.91
2016-11-29,5379.92,5370.98,5403.86,5360.56
2016-11-30,5323.68,5391.35,5393.15,5323.68
2016-12-01,5251.11,5323.88,5326.34,5238.21
2016-12-02,5255.65,5249.02,5274.54,5239.27
2016-12-03,5255.65,5249.02,5274.54,5239.27
2016-12-04,5255.65,5249.02,5274.54,5239.27
2016-12-05,5308.89,5283.58,5321.09,5269.57
2016-12-06,5333.0,5317.74,5333.99,5299.94
2016-12-07,5393.76,5322.67,5397.93,5307.31
2016-12-08,5417.36,5394.15,5425.52,5389.1
2016-12-09,5444.5,5436.11,5450.16,5427.12
2016-12-10,5444.5,5436.11,5450.16,5427.12
2016-12-11,5444.5,5436.11,5450.16,5427.12
2016-12-12,5412.54,5428.22,5434.9,5394.42
2016-12-13,5463.83,5433.57,5486.75,5430.72
2016-12-14,5436.67,5465.69,5476.25,5425.73
2016-12-15,5456.85,5443.51,5485.12,5439.39
2016-12-16,5437.16,5467.82,5474.58,5426.01
2016-12-17,5437.16,5467.82,5474.58,5426.01
2016-12-18,5437.16,5467.82,5474.58,5426.01
2016-12-19,5457.44,5441.2,5483.42,5436.54
2016-12-20,5483.94,5473.53,5489.47,5471.71
2016-12-21,5471.43,5482.63,5486.26,5465.31
2016-12-22,5447.42,5472.01,5472.01,5432.77
2016-12-23,5462.69,5441.76,5462.69,5441.76
2016-12-24,5462.69,5441.76,5462.69,5441.76
2016-12-25,5462.69,5441.76,5462.69,5441.76
2016-12-26,5462.69,5441.76,5462.69,5441.76
2016-12-27,5487.44,5470.76,5512.37,5469.61
2016-12-28,5438.56,5497.44,5498.91,5434.7
2016-12-29,5432.09,5437.51,5450.63,5415.18
2016-12-30,5383.12,5440.17,5441.9,5371.89
2016-12-31,5383.12,5440.17,5441.9,5371.89
2017-01-01,5383.12,5440.17,5441.9,5371.89
2017-01-02,5383.12,5440.17,5441.9,5371.89
2017-01-03,5429.08,5425.62,5452.57,5397.99
2017-01-04,5477.0,5440.91,5482.35,5440.24
2017-01-05,5487.94,5474.39,5495.85,5464.36
2017-01-06,5521.06,5499.08,5536.52,5482.81
2017-01-07,5521.06,5499.08,5536.52,5482.81
2017-01-08,5521.06,5499.08,5536.52,5482.81
2017-01-09,5531.82,5527.58,5541.08,5517.14
2017-01-10,5551.82,5536.54,5564.25,5528.11
2017-01-11,5563.65,5550.72,5564.08,5524.03
2017-01-12,5547.49,5542.56,5550.67,5496.82
2017-01-13,5574.12,5557.57,5584.26,5557.2
2017-01-14,5574.12,5557.57,5584.26,5557.2
2017-01-15,5574.12,5557.57,5584.26,5557.2
2017-01-16,5574.12,5557.57,5584.26,5557.2
2017-01-17,5538.73,5555.16,5557.05,5527.22
2017-01-18,5555.65,5546.94,5555.98,5534.77
2017-01-19,5540.08,5560.61,5571.53,5528.37
2017-01-20,5555.33,5556.87,5574.35,5542.23
2017-01-21,5555.33,5556.87,5574.35,5542.23
2017-01-22,5555.33,5556.87,5574.35,5542.23
2017-01-23,5552.94,5546.64,5564.14,5522.69
2017-01-24,5600.96,5568.27,5606.53,5558.49
2017-01-25,5656.34,5635.86,5658.59,5634.33
2017-01-26,5655.18,5666.28,5669.61,5647.65
2017-01-27,5660.78,5664.88,5667.45,5643.9
2017-01-28,5660.78,5664.88,5667.45,5643.9
2017-01-29,5660.78,5664.88,5667.45,5643.9
2017-01-30,5613.71,5635.86,5636.09,5578.76
2017-01-31,5614.79,5592.87,5615.15,5576.09
2017-02-01,5642.65,5654.51,5662.11,5621.03
2017-02-02,5636.2,5627.15,5656.01,5616.4
2017-02-03,5666.77,5650.73,5666.84,5647.58
2017-02-04,5666.77,5650.73,5666.84,5647.58
2017-02-05,5666.77,5650.73,5666.84,5647.58
2017-02-06,5663.55,5656.95,5668.2,5650.26
2017-02-07,5674.22,5674.86,5689.6,5664.82
2017-02-08,5682.45,5662.95,5686.96,5649.39
2017-02-09,5715.18,5688.02,5722.71,5685.15
2017-02-10,5734.13,5726.17,5743.43,5717.42
2017-02-11,5734.13,5726.17,5743.43,5717.42
2017-02-12,5734.13,5726.17,5743.43,5717.42
2017-02-13,5763.96,5753.19,5770.99,5751.92
2017-02-14,5782.57,5756.51,5783.09,5748.74
2017-02-15,5819.44,5777.9,5821.95,5776.7
2017-02-16,5814.9,5823.01,5835.15,5796.71
2017-02-17,5838.58,5807.31,5838.58,5800.8
2017-02-18,5838.58,5807.31,5838.58,5800.8
2017-02-19,5838.58,5807.31,5838.58,5800.8
2017-02-20,5838.58,5807.31,5838.58,5800.8
2017-02-21,5865.95,5850.2,5867.89,5847.5
2017-02-22,5860.63,5857.56,5864.41,5848.28
2017-02-23,5835.51,5866.82,5866.96,5809.55
2017-02-24,5845.31,5802.33,5845.31,5800.55
2017-02-25,5845.31,5802.33,5845.31,5800.55
2017-02-26,5845.31,5802.33,5845.31,5800.55
2017-02-27,5861.9,5835.04,5861.9,5827.0
2017-02-28,5825.44,5852.79,5855.07,5817.22
2017-03-01,5904.03,5874.86,5911.79,5865.79
2017-03-02,5861.22,5897.01,5897.01,5856.3
2017-03-03,5870.75,5854.27,5870.75,5841.47
2017-03-04,5870.75,5854.27,5870.75,5841.47
2017-03-05,5870.75,5854.27,5870.75,5841.47
2017-03-06,5849.17,5846.42,5857.74,5827.46
2017-03-07,5833.93,5836.12,5859.77,5826.32
2017-03-08,5837.55,5838.44,5860.63,5832.63
2017-03-09,5838.81,5834.67,5852.54,5812.08
2017-03-10,5861.73,5867.16,5872.6,5835.44
2017-03-11,5861.73,5867.16,5872.6,5835.44
2017-03-12,5861.73,5867.16,5872.6,5835.44
2017-03-13,5875.78,5863.48,5877.43,5860.83
2017-03-14,5856.82,5860.07,5860.5,5831.88
2017-03-15,5900.05,5869.97,5911.2,5858.16
2017-03-16,5900.76,5907.86,5911.48,5887.24
2017-03-17,5901.0,5898.58,5912.61,5890.42
2017-03-18,5901.0,5898.58,5912.61,5890.42
2017-03-19,5901.0,5898.58,5912.61,5890.42
2017-03-20,5901.53,5898.81,5915.12,5888.12
2017-03-21,5793.83,5923.42,5928.06,5790.73
2017-03-22,5821.64,5790.59,5825.67,5781.8
2017-03-23,5817.69,5812.31,5842.82,5806.98
2017-03-24,5828.74,5839.33,5858.95,5807.83
2017-03-25,5828.74,5839.33,5858.95,5807.83
2017-03-26,5828.74,5839.33,5858.95,5807.83
2017-03-27,5840.37,5776.33,5849.2,5769.39
2017-03-28,5875.14,5836.5,5888.7,5828.86
2017-03-29,5897.55,5875.35,5900.87,5870.93
2017-03-30,5914.34,5896.15,5916.77,5894.0
2017-03-31,5911.74,5905.63,5927.81,5901.77
2017-04-01,5911.74,5905.63,5927.81,5901.77
2017-04-02,5911.74,5905.63,5927.81,5901.77
2017-04-03,5894.68,5917.32,5928.93,5867.73
2017-04-04,5898.61,5878.76,5901.39,5878.76
2017-04-05,5864.48,5911.92,5936.39,5856.26
2017-04-06,5878.95,5870.52,5889.58,5856.22
2017-04-07,5877.81,5873.94,5892.07,5855.51
2017-04-08,5877.81,5873.94,5892.07,5855.51
2017-04-09,5877.81,5873.94,5892.07,5855.51
2017-04-10,5880.93,5883.43,5907.85,5865.56
2017-04-11,5866.77,5871.16,5878.94,5819.29
2017-04-12,5836.16,5863.59,5868.09,5830.44
2017-04-13,5805.15,5828.37,5856.54,5805.15
2017-04-14,5805.15,5828.37,5856.54,5805.15
2017-04-15,5805.15,5828.37,5856.54,5805.15
2017-04-16,5805.15,5828.37,5856.54,5805.15
2017-04-17,5856.79,5821.55,5856.79,5818.2
2017-04-18,5849.47,5838.59,5860.04,5828.57
2017-04-19,5863.03,5874.43,5894.67,5856.34
2017-04-20,5916.78,5887.87,5926.23,5880.2
2017-04-21,5910.52,5919.02,5919.23,5899.43
2017-04-22,5910.52,5919.02,5919.23,5899.43
2017-04-23,5910.52,5919.02,5919.23,5899.43
2017-04-24,5983.82,5979.96,5989.92,5970.25
2017-04-25,6025.49,6004.16,6036.02,6002.65
2017-04-26,6025.23,6028.12,6040.89,6021.72
2017-04-27,6048.94,6038.47,6050.7,6031.59
2017-04-28,6047.61,6072.87,6074.04,6040.71
2017-04-29,6047.61,6072.87,6074.04,6040.71
2017-04-30,6047.61,6072.87,6074.04,6040.71
2017-05-01,6091.6,6067.56,6100.73,6061.35
2017-05-02,6095.37,6102.51,6102.72,6081.56
2017-05-03,6072.55,6075.04,6076.96,6053.28
2017-05-04,6075.34,6075.06,6080.82,6054.33
2017-05-05,6100.76,6091.69,6100.76,6067.16
2017-05-06,6100.76,6091.69,6100.76,6067.16
2017-05-07,6100.76,6091.69,6100.76,6067.16
2017-05-08,6102.66,6100.66,6106.12,6083.06
2017-05-09,6120.59,6111.82,6133.0,6107.59
2017-05-10,6129.14,6121.64,6131.64,6103.87
2017-05-11,6115.96,6110.05,6120.2,6075.68
2017-05-12,6121.23,6119.27,6122.84,6105.42
2017-05-13,6121.23,6119.27,6122.84,6105.42
2017-05-14,6121.23,6119.27,6122.84,6105.42
2017-05-15,6149.67,6128.11,6153.04,6124.79
2017-05-16,6169.87,6160.52,6170.16,6139.1
2017-05-17,6011.24,6108.62,6122.87,6009.48
2017-05-18,6055.13,5998.46,6073.45,5996.81
2017-05-19,6083.7,6070.23,6106.55,6070.23
2017-05-20,6083.7,6070.23,6106.55,6070.23
2017-05-21,6083.7,6070.23,6106.55,6070.23
2017-05-22,6133.62,6098.25,6135.92,6097.24
2017-05-23,6138.71,6149.55,6150.91,6121.79
2017-05-24,6163.02,6154.18,6166.09,6139.33
2017-05-25,6205.26,6183.02,6217.34,6174.52
2017-05-26,6210.19,6207.04,6211.52,6196.66
2017-05-27,6210.19,6207.04,6211.52,6196.66
2017-05-28,6210.19,6207.04,6211.52,6196.66
2017-05-29,6210.19,6207.04,6211.52,6196.66
2017-05-30,6203.19,6204.18,6217.13,6200.41
2017-05-31,6198.52,6221.63,6221.99,6164.07
