,Media_Adwell_upperfunnel_native,Media_Bing_lowerfunnel_search_brand,Media_Bing_midfunnel_search_midbrand,Media_Bing_upperfunnel_search_nobrand,Media_DBM_lowerfunnel_display,Media_DBM_midfunnel_display,Media_DBM_upperfunnel_display,Media_DBM_upperfunnel_video,Media_DC_DBM_upperfunnel_video,Media_Eurosize_upperfunnel_OOH_JCD,Media_Eurosize_upperfunnel_OOH_VA,Media_Facebook_lowerfunnel_display,Media_Facebook_lowerfunnel_video,Media_Facebook_upperfunnel_display,Media_Facebook_upperfunnel_video,Media_Flygstart_upperfunnel_newsletter,Media_Google_lowerfunnel_display,Media_Google_lowerfunnel_search_brand,Media_Google_midfunnel_display,Media_Google_midfunnel_search_midbrand,Media_Google_upperfunnel_display,Media_Google_upperfunnel_search_nobrand,Media_Google_video_lowerfunnel_Youtube,Media_Google_video_upperfunnel_Youtube,Media_HejSenior_upperfunnel_newsletter,Media_Instagram_lowerfunnel_display,Media_Instagram_lowerfunnel_video,Media_Instagram_upperfunnel_display,Media_Instagram_upperfunnel_video,Media_MediaMath_upperfunnel_video,Media_Newsletter_lowerfunnel,Media_Newsner_midfunnel_native,Media_Online_radio_upperfunnel,Media_Radio_upperfunnel,Media_Secreteescape_midfunnel_display,Media_Smarter_Travel_upperfunnel_affiliate,Media_Snapchat_upperfunnel_display,Media_Snapchat_upperfunnel_video,Media_Sociomantic_lowerfunnel_retarg_display,Media_Sociomantic_upperfunnel_prospecting_display,Media_TV_upperfunnel,Media_Tiktok_upperfunnel_video,Media_TradeTracker_upperfunnel_affiliate,Media_Youtube_Masthead_upperfunnel_video
2019-06-02,0,72.0,113.0,875.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,7733.0,16513.0,16447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,620.0,0.0,0,0,14.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-03,0,87.0,108.0,1015.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,226.0,0.0,0.0,696.0,0.0,6301.0,18406.0,16798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1209.0,0.0,0,0,9.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-04,0,102.0,90.0,852.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,302.0,0.0,0.0,390.0,0.0,6998.0,17738.0,13422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,277.0,0.0,0,0,12.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-05,0,63.0,82.0,845.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,408.0,0.0,0.0,514.0,0.0,5034.0,17312.0,12880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,290.0,0.0,0,0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-06,0,53.0,68.0,802.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,327.0,0.0,0.0,357.0,0.0,6608.0,18042.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,296.0,0.0,0,0,5.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-07,0,66.0,77.0,825.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,338.0,0.0,0.0,455.0,0.0,6194.0,18269.0,13363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,347.0,0.0,0,0,14.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-08,0,30.0,71.0,878.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,375.0,0.0,0.0,560.0,0.0,5140.0,17067.0,14294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,474.0,0.0,0,0,17.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-09,0,87.0,128.0,1111.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,445.0,0.0,0.0,782.0,0.0,8742.0,15808.0,19421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,979.0,0.0,0,0,22.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-10,0,96.0,139.0,1161.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,244.0,0.0,0.0,701.0,0.0,7329.0,16632.0,18779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,757.0,0.0,0,0,30.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-11,0,97.0,184.0,1045.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,8388.0,14261.0,16588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,408.0,0.0,0,0,32.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-12,0,108.0,106.0,974.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,6314.0,14083.0,15864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,394.0,0.0,0,0,27.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-13,0,91.0,105.0,837.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,6938.0,15649.0,13774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-14,0,93.0,63.0,685.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,5885.0,17653.0,11678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-15,0,51.0,88.0,726.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,0.0,5071.0,18034.0,13033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1026.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-16,0,77.0,114.0,1122.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,8344.0,17952.0,16277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1458.0,0.0,0,0,22.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-17,0,89.0,152.0,1149.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,7626.0,13569.0,17940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,20.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-18,0,102.0,245.0,1042.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,9147.0,17544.0,18079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,266.0,0.0,0,0,7.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-19,0,102.0,265.0,1050.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,6694.0,19494.0,18615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,775.0,0.0,0,0,10.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-20,0,71.0,201.0,814.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,7497.0,20625.0,16780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,965.0,0.0,0,0,7.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-21,0,44.0,124.0,810.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,6418.0,18564.0,13538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,319.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-22,0,60.0,132.0,1091.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,0.0,6557.0,16300.0,19527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-23,0,60.0,168.0,1142.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,10107.0,16465.0,22483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,786.0,0.0,0,0,7.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-24,0,80.0,143.0,1054.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0,8660.0,17360.0,24601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,653.0,0.0,0,0,28.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-25,0,113.0,225.0,1123.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,9781.0,16858.0,22869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,421.0,0.0,0,0,27.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-26,0,97.0,225.0,1159.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,7489.0,16246.0,22330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.0,0.0,0,0,14.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-27,0,63.0,234.0,902.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,8320.0,16211.0,19715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,20.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-28,0,61.0,167.0,762.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,7007.0,15624.0,16865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,18.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-29,0,41.0,164.0,821.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0,5798.0,15102.0,16847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1348.0,0.0,0,0,12.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-06-30,0,67.0,225.0,1308.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.0,9289.0,14620.0,21970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,36.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-01,0,136.0,354.0,1824.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,0.0,9102.0,17490.0,29927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,954.0,0.0,0,0,37.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-02,0,127.0,399.0,1561.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,11368.0,16467.0,28726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1123.0,0.0,0,0,43.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-03,0,97.0,307.0,1122.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,0.0,8455.0,14401.0,27847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,451.0,0.0,0,0,24.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-04,0,108.0,313.0,1262.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,0.0,10661.0,15014.0,28734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,36.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-05,0,93.0,276.0,976.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,9208.0,15357.0,24291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,23.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-06,0,67.0,233.0,1018.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,7053.0,15046.0,24453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1427.0,0.0,0,0,31.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-07,0,86.0,267.0,1166.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,11400.0,14270.0,29128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,33.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-08,0,127.0,378.0,1273.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,10251.0,14599.0,32097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,612.0,0.0,0,0,45.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-09,0,127.0,377.0,1159.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,11288.0,15295.0,29478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.0,0.0,0,0,34.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-10,0,87.0,297.0,1039.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,8490.0,14591.0,27931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,235.0,0.0,0,0,25.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-11,0,83.0,297.0,935.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,10147.0,13874.0,25501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,344.0,0.0,0,0,35.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-12,0,78.0,259.0,837.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,8907.0,14120.0,23468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,935.0,0.0,0,0,8.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-13,0,57.0,159.0,806.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,6566.0,13914.0,22207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,223.0,0.0,0,0,15.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-14,0,66.0,183.0,904.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,9344.0,14685.0,24599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,17.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-15,0,107.0,269.0,1114.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,9043.0,14831.0,30396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1246.0,0.0,0,0,46.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-16,0,77.0,256.0,1119.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,0.0,9970.0,13977.0,26659.0,0.0,796.0,0.0,0.0,0.0,0.0,0.0,0,973.0,0.0,0,0,29.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-17,0,68.0,210.0,920.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0,7311.0,14793.0,24168.0,0.0,2454.0,0.0,0.0,0.0,0.0,0.0,0,564.0,0.0,0,0,23.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-18,0,74.0,232.0,782.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,8391.0,10574.0,21792.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,24.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-19,0,72.0,216.0,737.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,7371.0,13256.0,18449.0,0.0,1083.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,21.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-20,0,50.0,128.0,636.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,5470.0,15652.0,17078.0,0.0,1178.0,0.0,0.0,0.0,0.0,0.0,0,1404.0,0.0,0,0,13.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-21,0,54.0,159.0,890.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0,8302.0,15137.0,19717.0,0.0,1393.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,35.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-22,0,73.0,226.0,873.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,7518.0,15771.0,21310.0,0.0,1238.0,0.0,0.0,0.0,0.0,0.0,0,1128.0,0.0,0,0,23.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-23,0,84.0,218.0,814.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,8301.0,14568.0,18259.0,0.0,1146.0,0.0,0.0,0.0,0.0,0.0,0,85.0,0.0,0,0,11.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-24,0,61.0,165.0,614.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,6044.0,15123.0,17157.0,0.0,1095.0,0.0,0.0,0.0,0.0,0.0,0,272.0,0.0,0,0,14.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-25,0,43.0,181.0,658.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,7231.0,17401.0,16363.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,15.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-26,0,49.0,155.0,626.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,6480.0,19250.0,14127.0,0.0,1053.0,0.0,0.0,0.0,0.0,0.0,0,94.0,0.0,0,0,7.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-27,0,41.0,120.0,646.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,4886.0,20603.0,13697.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0,870.0,0.0,0,0,14.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-28,0,39.0,134.0,800.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,7936.0,26139.0,16015.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,13.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-29,0,82.0,199.0,806.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,7935.0,20976.0,20264.0,0.0,907.0,0.0,0.0,0.0,0.0,0.0,0,1329.0,0.0,0,0,18.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-30,0,87.0,253.0,969.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,9444.0,22455.0,20042.0,0.0,881.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,30.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-07-31,0,91.0,275.0,894.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,7263.0,20115.0,21132.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,18.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-01,0,88.0,251.0,834.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,8628.0,20576.0,18782.0,0.0,1039.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,23.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-02,0,64.0,210.0,768.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,0.0,7630.0,22170.0,15653.0,0.0,862.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,18.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-03,0,59.0,199.0,828.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,5625.0,20922.0,14425.0,0.0,891.0,0.0,0.0,0.0,0.0,0.0,0,1082.0,0.0,0,0,12.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-04,0,71.0,226.0,1177.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,9148.0,20991.0,18890.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0,743.0,0.0,0,0,28.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-05,0,119.0,371.0,1227.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,0.0,8730.0,22453.0,21346.0,0.0,955.0,0.0,0.0,0.0,0.0,0.0,0,1076.0,0.0,0,0,19.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-06,0,131.0,362.0,1295.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,10145.0,20506.0,19750.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0,375.0,0.0,0,0,22.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-07,0,104.0,350.0,1048.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,7627.0,17927.0,18786.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0,55.0,0.0,0,0,23.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-08,0,111.0,329.0,1069.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,8655.0,18986.0,17659.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,19.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-09,0,80.0,273.0,901.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,7451.0,22239.0,14766.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,14.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-10,0,74.0,190.0,957.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,5667.0,23575.0,14960.0,0.0,1037.0,0.0,0.0,0.0,0.0,0.0,0,1628.0,0.0,0,0,16.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-11,0,110.0,285.0,1124.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,8849.0,23911.0,17343.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0,372.0,0.0,0,0,24.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-12,0,122.0,380.0,1253.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,534.0,0.0,0.0,0.0,744.0,0.0,7866.0,20569.0,18160.0,0.0,944.0,0.0,0.0,0.0,66.0,0.0,0,815.0,0.0,0,0,29.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-13,0,121.0,408.0,1086.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,2119.0,0.0,0.0,0.0,546.0,0.0,9164.0,22402.0,17270.0,0.0,897.0,0.0,0.0,0.0,45.0,0.0,0,393.0,0.0,0,0,24.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-14,0,106.0,358.0,1070.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,2033.0,0.0,0.0,0.0,842.0,0.0,6775.0,21206.0,17791.0,0.0,903.0,0.0,0.0,0.0,94.0,0.0,0,900.0,0.0,0,0,12.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-15,0,118.0,356.0,965.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,1562.0,0.0,0.0,0.0,502.0,0.0,8557.0,21197.0,17188.0,0.0,935.0,0.0,0.0,0.0,125.0,0.0,0,0.0,0.0,0,0,24.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-16,0,92.0,317.0,816.0,0.0,0.0,0.0,0,0.0,0,0,90.0,0.0,1273.0,0.0,0.0,0.0,587.0,0.0,7650.0,23985.0,15347.0,0.0,893.0,0.0,0.0,0.0,59.0,0.0,0,389.0,0.0,0,0,16.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-17,0,82.0,251.0,933.0,0.0,0.0,0.0,0,0.0,0,0,136.0,0.0,1154.0,0.0,0.0,0.0,597.0,0.0,6092.0,23994.0,15403.0,0.0,984.0,0.0,0.0,0.0,82.0,0.0,0,750.0,0.0,0,0,16.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-18,0,92.0,293.0,1190.0,0.0,0.0,0.0,0,0.0,0,0,166.0,0.0,1301.0,0.0,0.0,0.0,698.0,0.0,9439.0,25297.0,17700.0,0.0,1042.0,0.0,0.0,0.0,54.0,0.0,0,1404.0,0.0,0,0,30.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2019-08-19,0,155.0,379.0,1179.0,0.0,0.0,0.0,0,0.0,0,0,103.0,0.0,1260.0,0.0,0.0,0.0,741.0,0.0,7651.0,23467.0,17925.0,0.0,923.0,0.0,0.0,0.0,69.0,166.0,0,0.0,0.0,0,0,23.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
